ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Zhang Zh.,Yevseyev D.,48,207,1105,282,6,2,1,6,6,4,,,,,2,1,Completed,1.14,5.5,1.21,4.9,1.22,5.5,1.18,4.81
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,Shevchenko A.,112,58,515,870,6,4,7,6,,,,,,,2,0,Completed,2.3,1.62,2.24,1.73,2.44,1.75,2.21,1.64
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Hijikata R.,Marozsan F.,81,49,681,1095,,,,,,,,,,,,,Walkover,3,1.4,3.05,1.43,3.05,1.44,2.91,1.4
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,Wong C.,39,141,1295,409,6,7,7,6,6,1,,,,,2,1,Completed,1.14,5.5,1.2,5.32,1.2,5.5,1.16,5.01
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Bu Y.,Khachanov K.,124,23,484,1930,7,6,4,6,6,3,,,,,2,1,Completed,2.75,1.44,2.65,1.55,2.78,1.55,2.62,1.48
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Nishioka Y.,777,54,28,974,6,4,6,1,,,,,,,2,0,Completed,2.63,1.5,2.47,1.61,2.63,1.61,2.43,1.55
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Krueger M.,55,140,921,409,3,6,6,3,6,4,,,,,2,1,Completed,1.62,2.3,1.83,2.09,1.83,2.32,1.64,2.24
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Uchiyama Y.,Rune H.,160,14,370,2780,7,5,6,4,,,,,,,2,0,Completed,5,1.17,5.09,1.24,5.31,1.24,4.6,1.19
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Zhang Zh.,Bellucci M.,48,108,1105,529,6,3,6,0,,,,,,,2,0,Completed,2.1,1.73,2.13,1.8,2.17,1.8,2.08,1.73
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Nakashima B.,Hijikata R.,39,81,1295,681,7,5,6,3,,,,,,,2,0,Completed,1.17,5,1.22,4.88,1.22,5.05,1.19,4.58
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Uchiyama Y.,777,160,28,370,6,2,6,7,7,6,,,,,2,1,Completed,1.5,2.63,1.62,2.46,1.62,2.63,1.54,2.45
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Bu Y.,Kukushkin M.,124,112,484,515,6,4,6,2,,,,,,,2,0,Completed,1.53,2.5,1.59,2.52,1.66,2.52,1.55,2.42
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Zhang Zh.,Carballes Baena R.,48,55,1105,921,6,3,6,3,,,,,,,2,0,Completed,1.4,3,1.51,2.77,1.51,3.05,1.4,2.89
53,Hangzhou,Hangzhou Open,2024-09-23,ATP250,Outdoor,Hard,Semifinals,3,Cilic M.,Nakashima B.,777,39,28,1295,6,4,7,6,,,,,,,2,0,Completed,3.2,1.36,3.23,1.4,3.23,1.42,3.02,1.37
53,Hangzhou,Hangzhou Open,2024-09-23,ATP250,Outdoor,Hard,Semifinals,3,Zhang Zh.,Bu Y.,48,124,1105,484,7,6,6,4,,,,,,,2,0,Completed,1.57,2.38,1.68,2.33,1.68,2.46,1.57,2.37
53,Hangzhou,Hangzhou Open,2024-09-24,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Zhang Zh.,777,48,28,1105,7,6,7,6,,,,,,,2,0,Completed,2.1,1.73,2.19,1.76,2.2,1.76,2.11,1.71
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Mannarino A.,Sonego L.,44,50,1184,1081,1,6,6,2,6,3,,,,,2,1,Completed,2.5,1.53,2.46,1.61,2.55,1.61,2.44,1.54
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Kotov P.,Zhou Y.,63,446,832,97,1,6,6,3,7,5,,,,,2,1,Completed,1.17,5,1.18,5.62,1.18,6,1.16,5.18
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Sinner J.,Jarry N.,1,28,11180,1635,4,6,6,3,6,1,,,,,2,1,Completed,1.05,11,1.05,14.54,1.06,14.54,1.04,10.54
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Griekspoor T.,Kecmanovic M.,39,54,1300,945,6,7,6,4,6,3,,,,,2,1,Completed,1.8,2,1.89,2,1.89,2.1,1.8,1.99
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Lehecka J.,Martinez P.,37,42,1345,1207,7,6,6,2,,,,,,,2,0,Completed,1.3,3.5,1.34,3.54,1.34,3.6,1.31,3.4
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Cobolli F.,Bublik A.,32,26,1482,1690,4,6,6,1,7,6,,,,,2,1,Completed,1.91,1.91,1.86,2.04,1.91,2.04,1.85,1.93
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Cerundolo F.,Mensik J.,31,66,1500,797,7,6,6,1,,,,,,,2,0,Completed,2,1.8,2.06,1.84,2.1,1.84,2.01,1.79
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,Wawrinka S.,69,233,790,243,6,3,6,4,,,,,,,2,0,Completed,1.4,3,1.41,3.11,1.41,3.15,1.38,2.99
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Bu Y.,Shang J.,96,55,584,895,6,7,6,2,6,4,,,,,2,1,Completed,3.5,1.3,2.87,1.47,3.53,1.47,3.1,1.36
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Musetti L.,Bergs Z.,19,74,2355,738,7,5,4,6,6,3,,,,,2,1,Completed,1.62,2.3,1.65,2.36,1.67,2.49,1.6,2.3
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Monfils G.,5,46,5475,1160,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,1.24,4.56,1.24,4.75,1.2,4.41
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Rinderknech A.,61,60,841,843,6,3,6,4,,,,,,,2,0,Completed,1.67,2.2,1.78,2.14,1.78,2.2,1.71,2.1
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Carballes Baena R.,27,53,1680,955,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,1.4,3.18,1.4,3.5,1.34,3.22
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Alcaraz C.,Mpetshi G.,3,51,6690,1073,6,4,6,4,,,,,,,2,0,Completed,1.06,10,1.07,11.84,1.08,11.84,1.06,8.93
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Zhang Zh.,64,43,820,1205,6,3,4,6,6,3,,,,,2,1,Completed,2.2,1.67,2.28,1.69,2.29,1.73,2.19,1.66
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,Carreno Busta P.,6,201,4645,287,6,0,4,6,6,4,,,,,2,1,Completed,1.22,4.33,1.22,4.76,1.23,4.76,1.21,4.29
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Cobolli F.,Kotov P.,32,63,1482,832,6,4,6,2,,,,,,,2,0,Completed,1.53,2.5,1.56,2.62,1.56,2.65,1.52,2.51
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Bautista Agut R.,37,61,1345,841,3,6,6,2,6,1,,,,,2,1,Completed,1.62,2.3,1.67,2.35,1.67,2.44,1.6,2.31
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,Safiullin R.,1,69,11180,790,3,6,6,2,6,3,,,,,2,1,Completed,1.07,9,1.07,11.5,1.09,11.5,1.06,8.99
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Medvedev D.,Mannarino A.,5,44,5475,1184,7,6,6,2,,,,,,,2,0,Completed,1.1,7,1.11,8.54,1.11,8.54,1.09,7.12
54,Beijing,China Open,2024-09-29,ATP500,Outdoor,Hard,2nd Round,3,Bu Y.,Musetti L.,96,19,584,2355,6,2,6,4,,,,,,,2,0,Completed,2.75,1.44,2.94,1.46,2.94,1.48,2.71,1.45
54,Beijing,China Open,2024-09-29,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,Cerundolo F.,27,31,1680,1500,7,6,7,6,,,,,,,2,0,Completed,1.67,2.2,1.73,2.24,1.73,2.24,1.68,2.16
54,Beijing,China Open,2024-09-29,ATP500,Outdoor,Hard,2nd Round,3,Alcaraz C.,Griekspoor T.,3,39,6690,1300,6,1,6,2,,,,,,,2,0,Completed,1.06,10,1.08,10.79,1.08,10.79,1.07,8.6
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Davidovich Fokina A.,6,64,4645,820,6,4,7,5,,,,,,,2,0,Completed,1.29,3.75,1.31,3.81,1.33,3.81,1.29,3.5
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Khachanov K.,3,27,6690,1680,7,5,6,2,,,,,,,2,0,Completed,1.07,9,1.09,9.43,1.09,9.43,1.08,8.04
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Cobolli F.,5,32,5475,1482,6,2,6,4,,,,,,,2,0,Completed,1.17,5,1.22,4.92,1.22,5,1.19,4.53
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Sinner J.,Lehecka J.,1,37,11180,1345,6,2,7,6,,,,,,,2,0,Completed,1.11,6.5,1.15,6.38,1.16,6.5,1.13,5.8
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Bu Y.,Rublev A.,96,6,584,4645,7,5,6,4,,,,,,,2,0,Completed,3.5,1.3,4.09,1.27,4.09,1.31,3.67,1.27
54,Beijing,China Open,2024-10-01,ATP500,Outdoor,Hard,Semifinals,3,Alcaraz C.,Medvedev D.,3,5,6690,5475,7,5,6,3,,,,,,,2,0,Completed,1.25,4,1.3,3.94,1.3,4,1.27,3.72
54,Beijing,China Open,2024-10-01,ATP500,Outdoor,Hard,Semifinals,3,Sinner J.,Bu Y.,1,96,11180,584,6,3,7,6,,,,,,,2,0,Completed,1.06,10,1.06,12.52,1.07,12.85,1.06,9.43
54,Beijing,China Open,2024-10-02,ATP500,Outdoor,Hard,The Final,3,Alcaraz C.,Sinner J.,3,1,6690,11180,6,7,6,4,7,6,,,,,2,1,Completed,1.73,2.1,1.85,2.07,1.85,2.23,1.74,2.08
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Navone M.,Darderi L.,40,41,1278,1265,6,4,6,4,,,,,,,2,0,Completed,2.3,1.62,2.35,1.66,2.37,1.66,2.28,1.62
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Berrettini M.,Van De Zandschulp B.,45,67,1165,794,6,3,6,4,,,,,,,2,0,Completed,1.25,4,1.3,3.82,1.3,4,1.27,3.69
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Hurkacz H.,Giron M.,8,47,4060,1150,6,4,6,7,6,4,,,,,2,1,Completed,1.36,3.2,1.41,3.12,1.41,3.2,1.38,2.98
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Humbert U.,Mochizuki S.,18,146,2370,408,6,1,6,2,,,,,,,2,0,Completed,1.2,4.5,1.2,5.04,1.21,5.11,1.19,4.55
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Nishioka Y.,Auger-Aliassime F.,59,21,849,2170,7,6,3,6,7,6,,,,,2,1,Completed,3.2,1.36,3.15,1.4,3.4,1.4,3.07,1.37
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Draper J.,Bellucci M.,20,103,2315,554,6,4,6,2,,,,,,,2,0,Completed,1.33,3.4,1.34,3.53,1.36,3.53,1.32,3.34
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Paul T.,Arnaldi M.,13,33,3005,1390,6,3,6,2,,,,,,,2,0,Completed,1.33,3.4,1.38,3.29,1.38,3.4,1.34,3.2
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Machac T.,Popyrin A.,34,23,1374,1825,6,3,6,7,7,5,,,,,2,1,Completed,2.38,1.57,2.54,1.57,2.6,1.59,2.46,1.53
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Michelsen A.,Tsitsipas S.,49,12,1115,3390,4,6,6,1,6,2,,,,,2,1,Completed,2.5,1.53,2.46,1.61,2.51,1.62,2.4,1.55
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Shelton B.,Opelka R.,17,306,2490,167,3,6,6,1,6,4,,,,,2,1,Completed,1.36,3.2,1.38,3.3,1.4,3.3,1.35,3.14
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Tiafoe F.,36,15,1360,2560,7,5,6,3,,,,,,,2,0,Completed,2.1,1.73,2.18,1.75,2.25,1.75,2.12,1.7
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Rune H.,Tabilo A.,14,22,2780,1963,6,2,5,7,6,4,,,,,2,1,Completed,1.5,2.63,1.57,2.55,1.57,2.63,1.51,2.51
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Fils A.,Fritz T.,24,7,1775,4060,6,4,3,6,6,3,,,,,2,1,Completed,3.5,1.3,3.27,1.38,3.53,1.38,3.34,1.32
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Nishikori K.,Cilic M.,200,373,288,128,6,4,3,6,6,3,,,,,2,1,Completed,1.62,2.3,1.66,2.34,1.75,2.35,1.63,2.24
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Thompson J.,Ruud C.,29,9,1566,4010,7,6,6,1,,,,,,,2,0,Completed,2.2,1.67,2.28,1.69,2.3,1.69,2.21,1.65
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Draper J.,Hurkacz H.,20,8,2315,4060,6,4,6,4,,,,,,,2,0,Completed,1.62,2.3,1.65,2.39,1.68,2.39,1.64,2.23
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Shelton B.,Navone M.,17,40,2490,1278,6,4,6,3,,,,,,,2,0,Completed,1.17,5,1.21,5.01,1.22,5.11,1.18,4.73
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Fils A.,Berrettini M.,24,45,1775,1165,6,7,,,,,,,,,0,1,Retired,2.38,1.57,2.32,1.68,2.4,1.68,2.3,1.6
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Humbert U.,Nakashima B.,18,36,2370,1360,6,3,6,2,,,,,,,2,0,Completed,1.8,2,1.95,1.95,1.95,2,1.83,1.96
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Machac T.,Paul T.,34,13,1374,3005,2,6,6,3,7,6,,,,,2,1,Completed,3.4,1.33,3.32,1.38,3.5,1.38,3.19,1.34
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Michelsen A.,O Connell C.,49,79,1115,700,6,1,6,4,,,,,,,2,0,Completed,1.53,2.5,1.59,2.53,1.59,2.6,1.53,2.5
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,Thompson J.,200,29,288,1566,6,2,6,3,,,,,,,2,0,Completed,2.5,1.53,2.54,1.58,2.54,1.58,2.46,1.55
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Rune H.,Nishioka Y.,14,59,2780,849,6,2,6,4,,,,,,,2,0,Completed,1.57,2.38,1.54,2.66,1.65,2.66,1.58,2.37
55,Tokyo,Japan Open Tennis Championships,2024-09-29,ATP500,Outdoor,Hard,Quarterfinals,3,Machac T.,Michelsen A.,34,49,1374,1115,7,6,6,3,,,,,,,2,0,Completed,1.91,1.91,1.99,1.92,2.02,1.92,1.91,1.87
55,Tokyo,Japan Open Tennis Championships,2024-09-29,ATP500,Outdoor,Hard,Quarterfinals,3,Humbert U.,Draper J.,18,20,2370,2315,7,5,2,1,,,,,,,1,0,Retired,2.38,1.57,2.35,1.67,2.4,1.68,2.3,1.6
55,Tokyo,Japan Open Tennis Championships,2024-09-29,ATP500,Outdoor,Hard,Quarterfinals,3,Rune H.,Nishikori K.,14,200,2780,288,3,6,6,2,7,5,,,,,2,1,Completed,1.57,2.38,1.65,2.4,1.7,2.4,1.6,2.31
55,Tokyo,Japan Open Tennis Championships,2024-09-29,ATP500,Outdoor,Hard,Quarterfinals,3,Fils A.,Shelton B.,24,17,1775,2490,7,5,6,7,7,6,,,,,2,1,Completed,2.2,1.67,2.24,1.73,2.25,1.72,2.18,1.66
55,Tokyo,Japan Open Tennis Championships,2024-09-30,ATP500,Outdoor,Hard,Semifinals,3,Humbert U.,Machac T.,18,34,2370,1374,6,3,3,6,6,2,,,,,2,1,Completed,1.57,2.38,1.63,2.45,1.63,2.48,1.57,2.37
55,Tokyo,Japan Open Tennis Championships,2024-09-30,ATP500,Outdoor,Hard,Semifinals,3,Fils A.,Rune H.,24,14,1775,2780,7,6,7,6,,,,,,,2,0,Completed,2.2,1.67,2.2,1.76,2.23,1.76,2.16,1.69
55,Tokyo,Japan Open Tennis Championships,2024-10-01,ATP500,Outdoor,Hard,The Final,3,Fils A.,Humbert U.,24,18,1775,2370,5,7,7,6,6,3,,,,,2,1,Completed,2.38,1.57,2.33,1.68,2.5,1.68,2.33,1.59
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Muller A.,Nardi L.,74,89,748,649,4,6,6,1,6,1,,,,,2,1,Completed,1.53,2.5,1.62,2.43,1.62,2.51,1.56,2.38
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Opelka R.,62,309,843,167,6,4,7,6,,,,,,,2,0,Completed,1.91,1.91,1.84,2.06,1.91,2.07,1.83,1.95
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Nagal S.,560,83,63,681,6,3,6,3,,,,,,,2,0,Completed,1.57,2.38,1.63,2.42,1.67,2.42,1.6,2.3
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Carreno Busta P.,67,203,799,287,7,6,6,2,,,,,,,2,0,Completed,2.38,1.57,2.24,1.71,2.4,1.73,2.22,1.64
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Dzumhur D.,46,96,1160,599,6,4,6,3,,,,,,,2,0,Completed,1.25,4,1.26,4.23,1.29,4.25,1.25,3.88
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Bautista Agut R.,54,57,955,896,3,6,6,3,6,2,,,,,2,1,Completed,2.75,1.44,2.66,1.53,2.75,1.53,2.6,1.48
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Cazaux A.,Cilic M.,92,211,622,278,6,4,6,4,,,,,,,2,0,Completed,2.5,1.53,2.3,1.68,2.5,1.73,2.31,1.6
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Darderi L.,81,42,691,1265,6,4,6,7,6,4,,,,,2,1,Completed,2.1,1.73,2.11,1.8,2.11,1.92,2.02,1.77
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Sonego L.,102,49,568,1081,7,6,7,6,,,,,,,2,0,Completed,1.5,2.63,1.66,2.34,1.66,2.63,1.59,2.34
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Moutet C.,91,72,624,764,2,6,6,3,6,4,,,,,2,1,Completed,,,1.79,2.13,1.85,2.14,1.78,2.02
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Svajda Z.,Mannarino A.,131,53,452,984,6,3,1,6,6,0,,,,,2,1,Completed,2.1,1.73,2.15,1.78,2.15,1.79,2.09,1.72
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Shang J.,Wong C.,51,128,1045,460,6,4,6,4,,,,,,,2,0,Completed,1.22,4.33,1.23,4.61,1.26,4.61,1.22,4.15
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Diallo G.,64,105,825,557,7,5,7,6,,,,,,,2,0,Completed,1.73,2.1,1.88,2.01,1.88,2.13,1.75,2.05
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Gerasimov E.,93,304,619,170,6,7,6,3,6,4,,,,,2,1,Completed,1.29,3.75,1.35,3.47,1.35,3.75,1.3,3.43
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Seyboth Wild T.,Evans D.,88,170,656,341,6,2,4,6,7,6,,,,,2,1,Completed,2.5,1.53,2.43,1.62,2.5,1.64,2.37,1.57
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Nishikori K.,Navone M.,153,38,388,1328,3,6,6,4,6,3,,,,,2,1,Completed,1.29,3.75,1.33,3.63,1.33,3.75,1.3,3.51
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,,,,,,,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Gaston H.,63,80,839,703,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,1.52,2.7,1.52,2.8,1.46,2.68
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,Duckworth J.,66,75,800,748,6,4,6,2,,,,,,,2,0,Completed,1.44,2.75,1.53,2.68,1.58,2.78,1.48,2.6
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Zhou Y.,Nishioka Y.,440,60,97,854,2,4,,,,,,,,,0,0,Retired,5.5,1.14,5.34,1.19,5.6,1.19,5.15,1.15
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,O Connell C.,44,71,1215,765,7,6,7,6,,,,,,,2,0,Completed,1.36,3.2,1.4,3.19,1.4,3.3,1.35,3.15
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Mensik J.,Martinez P.,65,45,822,1207,6,1,5,7,6,4,,,,,2,1,Completed,1.4,3,1.42,3.09,1.42,3.1,1.38,2.96
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Griekspoor T.,Diaz Acosta F.,40,59,1305,865,6,4,6,7,6,3,,,,,2,1,Completed,1.2,4.5,1.27,4.14,1.27,4.5,1.24,4.03
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Tu L.,47,191,1140,304,6,1,7,6,,,,,,,2,0,Completed,1.53,2.5,1.57,2.54,1.57,2.65,1.53,2.48
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Watanuki Y.,Kotov P.,336,56,149,907,6,7,6,4,7,5,,,,,2,1,Completed,2,1.8,2.05,1.84,2.1,1.85,1.99,1.8
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Shevchenko A.,Ramanathan R.,58,332,875,153,6,1,7,6,,,,,,,2,0,Completed,1.22,4.33,1.23,4.7,1.23,4.7,1.21,4.32
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Zhukayev B.,61,196,853,298,7,6,6,4,,,,,,,2,0,Completed,1.2,4.5,1.23,4.64,1.24,4.64,1.21,4.29
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Bergs Z.,Zhang Zh.,73,41,763,1270,6,4,6,3,,,,,,,2,0,Completed,2.1,1.73,2.17,1.76,2.25,1.76,2.13,1.69
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Bellucci M.,Harris B.,101,106,574,552,6,3,6,4,,,,,,,2,0,Completed,1.4,3,1.46,2.89,1.49,3,1.42,2.81
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Atmane T.,Kovacevic A.,161,76,369,740,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,1.75,2.18,1.76,2.32,1.69,2.14
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Mpetshi G.,236,50,243,1073,7,6,7,6,,,,,,,2,0,Completed,2.1,1.73,2.1,1.81,2.25,1.81,2.11,1.71
56,Shanghai,Shanghai Masters,2024-10-04,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Bu Y.,43,69,1215,780,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,1.69,2.28,1.69,2.42,1.62,2.26
